app_id,day,cost,value,data_used,data_sent,requests_made,cost_per_request_made,cost_per_request_received,data_per_request,data_sent_per_received,data_used_per_received,requests_per_business_hour,requests_per_hour,requests_received,value_per_cost,cost_per_request,value_per_cost,data_per_request
SLSDB,2024-06-01,5872.250000000002,0.0,139.49999999999994,0.0,72.0,81.5590277777778,0.0,1.9374999999999991,0.0,0.0,2.4,3.0,0.0,0.0,81.5590277777778,0.0,1.9374999999999991
CLVMDL,2024-06-01,46787.10000000001,852.1499999999995,935.0999999999992,852.1499999999995,1100.0,42.53372727272728,186.40278884462157,0.8500909090909083,3.395019920318723,3.7254980079681244,51.3,45.833333333333336,251.0,0.01821335368082226,42.53372727272728,0.01821335368082226,0.8500909090909083
YGSCPA,2024-06-01,962.8000000000002,0.0,8.100000000000001,0.0,52.0,18.51538461538462,0.0,0.1557692307692308,0.0,0.0,2.6,2.1666666666666665,0.0,0.0,18.51538461538462,0.0,0.1557692307692308
YELLOWS,2024-06-01,5706.249999999994,94.0500000000002,94.0500000000002,94.0500000000002,314.0,18.17277070063692,18.17277070063692,0.2995222929936312,0.2995222929936312,0.2995222929936312,26.0,13.083333333333334,314.0,0.016481927710843426,18.17277070063692,0.016481927710843426,0.2995222929936312
FINPLAN,2024-06-01,7544.700000000003,92.54999999999998,160.5,92.54999999999998,147.0,51.32448979591838,260.16206896551734,1.0918367346938775,3.191379310344827,5.5344827586206895,7.8,6.125,29.0,0.012266889339536357,51.32448979591838,0.012266889339536357,1.0918367346938775
MCSCBT,2024-06-01,61415.84999999997,940.4999999999998,1289.7000000000007,940.4999999999998,648.0,94.77754629629625,777.4158227848097,1.990277777777779,11.905063291139237,16.32531645569621,28.4,27.0,79.0,0.01531363646355135,94.77754629629625,0.01531363646355135,1.990277777777779
NXPCR,2024-06-01,27091.200000000015,496.19999999999993,601.3499999999998,496.19999999999993,520.0,52.09846153846157,250.84444444444458,1.1564423076923074,4.594444444444444,5.568055555555554,25.0,21.666666666666668,108.0,0.018315910701630037,52.09846153846157,0.018315910701630037,1.1564423076923074
ELASTIC,2024-06-01,8125.699999999998,112.5,112.5,112.5,166.0,48.94999999999999,48.94999999999999,0.677710843373494,0.677710843373494,0.677710843373494,14.4,6.916666666666667,166.0,0.013844961049509583,48.94999999999999,0.013844961049509583,0.677710843373494
SEARCH,2024-06-01,4926.050000000001,0.0,113.10000000000004,0.0,78.0,63.15448717948719,0.0,1.4500000000000004,0.0,0.0,3.6,3.25,0.0,0.0,63.15448717948719,0.0,1.4500000000000004
YGCHRN,2024-06-01,2618.649999999998,15.300000000000004,21.299999999999994,15.300000000000004,140.0,18.70464285714284,51.346078431372504,0.1521428571428571,0.3000000000000001,0.41764705882352926,7.4,5.833333333333333,51.0,0.005842705210700176,18.70464285714284,0.005842705210700176,0.1521428571428571
HEALTH,2024-06-01,3809.699999999996,0.0,23.249999999999986,0.0,130.0,29.305384615384586,0.0,0.17884615384615374,0.0,0.0,5.0,5.416666666666667,0.0,0.0,29.305384615384586,0.0,0.17884615384615374
YGSCST,2024-06-01,2788.7999999999993,15.000000000000004,21.29999999999999,15.000000000000004,146.0,19.101369863013694,54.682352941176454,0.14589041095890404,0.2941176470588236,0.4176470588235292,7.2,6.083333333333333,51.0,0.005378657487091224,19.101369863013694,0.005378657487091224,0.14589041095890404
YGCLV,2024-06-01,2589.6,15.450000000000001,20.99999999999999,15.450000000000001,144.0,17.983333333333334,50.77647058823529,0.14583333333333326,0.30294117647058827,0.41176470588235276,7.2,6.0,51.0,0.005966172381835033,17.983333333333334,0.005966172381835033,0.14583333333333326
YGASTORE,2024-06-01,904.7000000000005,0.0,0.0,0.0,51.0,17.73921568627452,17.73921568627452,0.0,0.0,0.0,3.6,2.125,51.0,0.0,17.73921568627452,0.0,0.0
SNAPINT,2024-06-01,7299.850000000002,0.0,144.89999999999998,0.0,92.0,79.34619565217393,0.0,1.5749999999999997,0.0,0.0,4.4,3.8333333333333335,0.0,0.0,79.34619565217393,0.0,1.5749999999999997
DDSD,2024-06-01,5365.949999999997,0.0,0.0,0.0,236.0,22.737076271186428,22.737076271186428,0.0,0.0,0.0,19.4,9.833333333333334,236.0,0.0,22.737076271186428,0.0,0.0
CSTSEG,2024-06-01,29411.050000000003,442.95,495.1499999999998,442.95,772.0,38.09721502590674,171.99444444444447,0.641386010362694,2.590350877192982,2.895614035087718,38.8,32.166666666666664,171.0,0.01506066597418317,38.09721502590674,0.01506066597418317,0.641386010362694
TAXCALC,2024-06-01,4457.099999999998,0.0,94.80000000000001,0.0,69.0,64.59565217391301,0.0,1.373913043478261,0.0,0.0,3.0,2.875,0.0,0.0,64.59565217391301,0.0,1.373913043478261
COMPLT,2024-06-01,5751.899999999997,58.65,76.20000000000002,58.65,190.0,30.273157894736826,79.88749999999996,0.40105263157894744,0.8145833333333333,1.0583333333333336,10.1,7.916666666666667,72.0,0.010196630678558395,30.273157894736826,0.010196630678558395,0.40105263157894744
TEMPANL,2024-06-01,4967.55,0.0,104.7,0.0,87.0,57.09827586206897,0.0,1.203448275862069,0.0,0.0,3.6,3.625,0.0,0.0,57.09827586206897,0.0,1.203448275862069
DRUID,2024-06-01,1319.7,17.7,17.7,17.7,29.0,45.50689655172414,45.50689655172414,0.6103448275862069,0.6103448275862069,0.6103448275862069,2.4,1.2083333333333333,29.0,0.013412139122527846,45.50689655172414,0.013412139122527846,0.6103448275862069
DEMAND,2024-06-01,3668.6000000000013,0.0,78.9,0.0,66.0,55.58484848484851,0.0,1.1954545454545455,0.0,0.0,2.4,2.75,0.0,0.0,55.58484848484851,0.0,1.1954545454545455
RTDASH,2024-06-01,7457.550000000002,46.2,75.44999999999993,46.2,144.0,51.78854166666668,257.15689655172423,0.5239583333333329,1.5931034482758621,2.6017241379310323,7.3,6.0,29.0,0.006195064062594282,51.78854166666668,0.006195064062594282,0.5239583333333329
REDIS,2024-06-01,17305.499999999985,167.39999999999992,167.40000000000046,167.39999999999992,556.0,31.124999999999975,62.24999999999995,0.3010791366906483,0.6021582733812947,0.6021582733812966,33.0,23.166666666666668,278.0,0.009673225275201529,31.124999999999975,0.009673225275201529,0.3010791366906483
DYNPRC,2024-06-01,5619.1,0.0,101.09999999999998,0.0,87.0,64.58735632183908,0.0,1.1620689655172411,0.0,0.0,2.7,3.625,0.0,0.0,64.58735632183908,0.0,1.1620689655172411
SUPCHN,2024-06-01,9183.95,0.0,222.6,0.0,87.0,105.56264367816092,0.0,2.5586206896551724,0.0,0.0,2.4,3.625,0.0,0.0,105.56264367816092,0.0,2.5586206896551724
INVOPT,2024-06-01,9408.050000000005,112.79999999999998,212.55,112.79999999999998,165.0,57.018484848484874,324.41551724137946,1.2881818181818183,3.8896551724137924,7.3293103448275865,6.8,6.875,29.0,0.011989732197426665,57.018484848484874,0.011989732197426665,1.2881818181818183
CURRCNV,2024-06-01,2236.8499999999995,0.0,20.100000000000005,0.0,54.0,41.42314814814814,0.0,0.3722222222222223,0.0,0.0,1.8,2.25,0.0,0.0,41.42314814814814,0.0,0.3722222222222223
HRANAL,2024-06-01,3917.6,0.0,84.45,0.0,78.0,50.225641025641025,0.0,1.0826923076923076,0.0,0.0,3.3,3.25,0.0,0.0,50.225641025641025,0.0,1.0826923076923076
JPCHRN,2024-06-01,5619.099999999999,57.15,76.95,57.15,195.0,28.815897435897433,119.55531914893616,0.39461538461538465,1.2159574468085106,1.6372340425531915,8.9,8.125,47.0,0.01017066790055347,28.815897435897433,0.01017066790055347,0.39461538461538465
JAPNDB,2024-06-01,13271.700000000008,349.50000000000006,349.4999999999998,349.50000000000006,588.0,22.570918367346952,45.141836734693904,0.5943877551020404,1.1887755102040818,1.188775510204081,33.3,24.5,294.0,0.026334229978073633,22.570918367346952,0.026334229978073633,0.5943877551020404
BILLING,2024-06-01,8051.000000000001,0.0,186.90000000000003,0.0,78.0,103.21794871794873,0.0,2.3961538461538465,0.0,0.0,2.7,3.25,0.0,0.0,103.21794871794873,0.0,2.3961538461538465
EXPENSE,2024-06-01,3614.649999999999,0.0,86.70000000000003,0.0,75.0,48.19533333333332,0.0,1.1560000000000004,0.0,0.0,2.4,3.125,0.0,0.0,48.19533333333332,0.0,1.1560000000000004
CUSTPRT,2024-06-01,33855.7,0.0,699.5999999999999,0.0,192.0,176.3317708333333,0.0,3.6437499999999994,0.0,0.0,9.0,8.0,0.0,0.0,176.3317708333333,0.0,3.6437499999999994
VIBEFLX,2024-06-01,3743.2999999999993,0.0,22.49999999999999,0.0,125.0,29.946399999999993,0.0,0.1799999999999999,0.0,0.0,4.0,5.208333333333333,0.0,0.0,29.946399999999993,0.0,0.1799999999999999
PROJMG,2024-06-01,2983.85,0.0,62.70000000000001,0.0,69.0,43.244202898550725,0.0,0.9086956521739132,0.0,0.0,3.3,2.875,0.0,0.0,43.244202898550725,0.0,0.9086956521739132
MKTDB,2024-06-01,7478.300000000001,0.0,168.14999999999998,0.0,92.0,81.2858695652174,0.0,1.8277173913043476,0.0,0.0,3.6,3.8333333333333335,0.0,0.0,81.2858695652174,0.0,1.8277173913043476
WEBHOOK,2024-06-01,1112.2,0.0,10.199999999999998,0.0,36.0,30.894444444444446,0.0,0.28333333333333327,0.0,0.0,1.2,1.5,0.0,0.0,30.894444444444446,0.0,0.28333333333333327
CSSRVS,2024-06-01,9283.549999999997,0.0,190.9500000000001,0.0,100.0,92.83549999999997,0.0,1.909500000000001,0.0,0.0,4.5,4.166666666666667,0.0,0.0,92.83549999999997,0.0,1.909500000000001
CHURNP,2024-06-01,6457.399999999999,66.0,142.64999999999995,66.0,129.0,50.05736434108526,322.86999999999995,1.1058139534883717,3.3,7.132499999999998,6.3,5.375,20.0,0.010220831913773347,50.05736434108526,0.010220831913773347,1.1058139534883717
DATARES,2024-06-01,2618.65,0.0,75.89999999999999,0.0,45.0,58.19222222222223,0.0,1.6866666666666665,0.0,0.0,0.9,1.875,0.0,0.0,58.19222222222223,0.0,1.6866666666666665
PANDRA,2024-06-01,5652.299999999993,226.20000000000005,226.19999999999996,226.20000000000005,270.0,20.934444444444416,41.86888888888883,0.8377777777777776,1.675555555555556,1.6755555555555552,15.9,11.25,135.0,0.04001910726606874,20.934444444444416,0.04001910726606874,0.8377777777777776
TRNPIPE,2024-06-01,7611.099999999999,57.75,98.24999999999997,57.75,132.0,57.65984848484848,292.7346153846154,0.7443181818181817,2.2211538461538463,3.778846153846153,5.8,5.5,26.0,0.007587602317667618,57.65984848484848,0.007587602317667618,0.7443181818181817
SPARK,2024-06-01,12159.499999999993,172.20000000000002,172.19999999999996,172.20000000000002,204.0,59.605392156862706,119.21078431372541,0.8441176470588233,1.6882352941176473,1.6882352941176466,12.9,8.5,102.0,0.014161766520004945,59.605392156862706,0.014161766520004945,0.8441176470588233
SUPTKT,2024-06-01,3328.2999999999997,0.0,76.05,0.0,60.0,55.471666666666664,0.0,1.2674999999999998,0.0,0.0,2.4,2.5,0.0,0.0,55.471666666666664,0.0,1.2674999999999998
YGCLEB,2024-06-01,1070.7000000000003,0.0,8.55,0.0,56.0,19.11964285714286,0.0,0.15267857142857144,0.0,0.0,2.4,2.3333333333333335,0.0,0.0,19.11964285714286,0.0,0.15267857142857144
MDLMON,2024-06-01,3340.7499999999995,0.0,36.900000000000006,0.0,66.0,50.617424242424235,0.0,0.5590909090909092,0.0,0.0,2.4,2.75,0.0,0.0,50.617424242424235,0.0,0.5590909090909092
XCHATTR,2024-06-01,3062.7000000000003,0.0,55.79999999999998,0.0,48.0,63.806250000000006,0.0,1.1624999999999996,0.0,0.0,1.2,2.0,0.0,0.0,63.806250000000006,0.0,1.1624999999999996
QUALITY,2024-06-01,3423.75,0.0,52.499999999999986,0.0,78.0,43.89423076923077,0.0,0.6730769230769229,0.0,0.0,3.9,3.25,0.0,0.0,43.89423076923077,0.0,0.6730769230769229
GEOANL,2024-06-01,5129.400000000001,99.6,157.2,99.6,87.0,58.95862068965518,284.9666666666667,1.8068965517241378,5.533333333333333,8.733333333333333,4.6,3.625,18.0,0.019417475728155338,58.95862068965518,0.019417475728155338,1.8068965517241378
ECOMLP,2024-06-01,28875.7,0.0,594.8999999999996,0.0,216.0,133.6837962962963,0.0,2.754166666666665,0.0,0.0,8.0,9.0,0.0,0.0,133.6837962962963,0.0,2.754166666666665
JPNXPP,2024-06-01,3100.05,57.00000000000001,57.00000000000001,57.00000000000001,94.0,32.97925531914894,65.95851063829788,0.6063829787234043,1.2127659574468086,1.2127659574468086,5.1,3.9166666666666665,47.0,0.018386800212899793,32.97925531914894,0.018386800212899793,0.6063829787234043
MULTILNG,2024-06-01,3589.750000000001,0.0,110.54999999999998,0.0,63.0,56.98015873015874,0.0,1.7547619047619045,0.0,0.0,2.7,2.625,0.0,0.0,56.98015873015874,0.0,1.7547619047619045
YGAMRKT,2024-06-01,825.8500000000001,0.0,6.750000000000001,0.0,46.0,17.95326086956522,0.0,0.14673913043478262,0.0,0.0,2.4,1.9166666666666667,0.0,0.0,17.95326086956522,0.0,0.14673913043478262
NOTIFY,2024-06-01,3149.8500000000004,0.0,61.49999999999999,0.0,51.0,61.761764705882364,0.0,1.2058823529411764,0.0,0.0,2.1,2.125,0.0,0.0,61.761764705882364,0.0,1.2058823529411764
FEATSTR,2024-06-01,16201.599999999999,311.25,311.24999999999983,311.25,261.0,62.07509578544061,186.22528735632181,1.1925287356321832,3.5775862068965516,3.57758620689655,14.8,10.875,87.0,0.019211065573770492,62.07509578544061,0.019211065573770492,1.1925287356321832
AUTOML,2024-06-01,10902.050000000005,0.0,195.14999999999995,0.0,96.0,113.56302083333338,0.0,2.0328124999999995,0.0,0.0,5.1,4.0,0.0,0.0,113.56302083333338,0.0,2.0328124999999995
MOBAPP,2024-06-01,25244.45000000001,0.0,496.9500000000001,0.0,180.0,140.24694444444452,0.0,2.7608333333333337,0.0,0.0,6.3,7.5,0.0,0.0,140.24694444444452,0.0,2.7608333333333337
GLOBCMP,2024-06-01,9383.15,0.0,236.09999999999997,0.0,90.0,104.25722222222223,0.0,2.623333333333333,0.0,0.0,2.7,3.75,0.0,0.0,104.25722222222223,0.0,2.623333333333333
EXCS,2024-06-01,8727.450000000004,137.10000000000002,237.45,137.10000000000002,260.0,33.5671153846154,290.91500000000013,0.9132692307692307,4.570000000000001,7.915,10.4,10.833333333333334,30.0,0.015709055909801827,33.5671153846154,0.015709055909801827,0.9132692307692307
JIJOFS,2024-06-01,1153.7000000000003,44.55000000000001,44.55000000000001,44.55000000000001,52.0,22.18653846153847,22.18653846153847,0.8567307692307694,0.8567307692307694,0.8567307692307694,3.8,2.1666666666666665,52.0,0.03861489121955448,22.18653846153847,0.03861489121955448,0.8567307692307694
RECV2,2024-06-01,5336.899999999999,0.0,98.69999999999996,0.0,84.0,63.5345238095238,0.0,1.1749999999999996,0.0,0.0,3.2,3.5,0.0,0.0,63.5345238095238,0.0,1.1749999999999996
MLOPS,2024-06-01,17293.050000000003,0.0,273.9000000000001,0.0,78.0,221.70576923076928,0.0,3.511538461538463,0.0,0.0,3.0,3.25,0.0,0.0,221.70576923076928,0.0,3.511538461538463
ATLAS,2024-06-01,5071.299999999999,76.8,76.80000000000001,76.8,52.0,97.52499999999999,195.04999999999998,1.4769230769230772,2.9538461538461536,2.9538461538461545,3.0,2.1666666666666665,26.0,0.015144045905389153,97.52499999999999,0.015144045905389153,1.4769230769230772
MDLREG,2024-06-01,8113.249999999996,123.0,123.00000000000001,123.0,52.0,156.0240384615384,312.0480769230768,2.365384615384616,4.730769230769231,4.730769230769232,3.0,2.1666666666666665,26.0,0.01516038578867902,156.0240384615384,0.01516038578867902,2.365384615384616
DATAHUB,2024-06-01,3041.9500000000007,46.20000000000001,46.19999999999999,46.20000000000001,52.0,58.499038461538476,116.99807692307695,0.8884615384615382,1.7769230769230773,1.7769230769230764,3.0,2.1666666666666665,26.0,0.015187626358092671,58.499038461538476,0.015187626358092671,0.8884615384615382
RISKMG,2024-06-01,6108.8,0.0,138.90000000000003,0.0,57.0,107.1719298245614,0.0,2.4368421052631586,0.0,0.0,2.4,2.375,0.0,0.0,107.1719298245614,0.0,2.4368421052631586
FINRPT,2024-06-01,8275.1,0.0,192.74999999999994,0.0,87.0,95.11609195402299,0.0,2.2155172413793096,0.0,0.0,3.6,3.625,0.0,0.0,95.11609195402299,0.0,2.2155172413793096
APIGWY,2024-06-01,8125.699999999996,0.0,160.19999999999996,0.0,100.0,81.25699999999996,0.0,1.6019999999999996,0.0,0.0,4.4,4.166666666666667,0.0,0.0,81.25699999999996,0.0,1.6019999999999996
GLOBAGG,2024-06-01,6436.650000000002,0.0,195.00000000000003,0.0,72.0,89.3979166666667,0.0,2.708333333333334,0.0,0.0,4.0,3.0,0.0,0.0,89.3979166666667,0.0,2.708333333333334
ANALAPI,2024-06-01,12674.099999999991,0.0,221.1,0.0,87.0,145.67931034482748,0.0,2.5413793103448277,0.0,0.0,3.0,3.625,0.0,0.0,145.67931034482748,0.0,2.5413793103448277
JRNYANL,2024-06-01,4241.3,0.0,89.1,0.0,72.0,58.90694444444445,0.0,1.2374999999999998,0.0,0.0,3.9,3.0,0.0,0.0,58.90694444444445,0.0,1.2374999999999998
WHLSLP,2024-06-01,11499.650000000003,0.0,231.29999999999998,0.0,120.0,95.8304166666667,0.0,1.9274999999999998,0.0,0.0,4.5,5.0,0.0,0.0,95.8304166666667,0.0,1.9274999999999998
SENTANL,2024-06-01,1585.3000000000002,0.0,18.150000000000002,0.0,66.0,24.019696969696973,0.0,0.275,0.0,0.0,3.3,2.75,0.0,0.0,24.019696969696973,0.0,0.275
PAYPROC,2024-06-01,6295.5499999999965,0.0,154.34999999999997,0.0,66.0,95.38712121212116,0.0,2.338636363636363,0.0,0.0,4.5,2.75,0.0,0.0,95.38712121212116,0.0,2.338636363636363
ABTEST,2024-06-01,3606.3499999999995,0.0,75.75,0.0,60.0,60.10583333333332,0.0,1.2625,0.0,0.0,3.0,2.5,0.0,0.0,60.10583333333332,0.0,1.2625
HMFRP,2024-06-02,28273.950000000186,198.30000000000183,198.30000000000183,198.30000000000183,1510.0,18.72447019867562,18.72447019867562,0.1313245033112595,0.1313245033112595,0.1313245033112595,127.2,62.916666666666664,1510.0,0.007013523048601293,18.72447019867562,0.007013523048601293,0.1313245033112595
AZURE,2024-06-02,0.0,478.4999999999987,0.0,478.4999999999987,0.0,0.0,0.0,0.0,0.17656826568265635,0.0,119.8,0.0,2710.0,478499999999.99866,0.0,478499999999.99866,0.0
SNAPINT,2024-06-02,4627.250000000002,0.0,95.54999999999998,0.0,60.0,77.12083333333337,0.0,1.5924999999999998,0.0,0.0,2.4,2.5,0.0,0.0,77.12083333333337,0.0,1.5924999999999998
SELENE,2024-06-02,140938.14999999985,4139.699999999998,4139.700000000005,4139.699999999998,4848.0,29.071400577557725,87.21420173267317,0.8538985148514863,2.5616955445544543,2.5616955445544587,278.4,202.0,1616.0,0.029372458770034957,29.071400577557725,0.029372458770034957,0.8538985148514863
AWS,2024-06-02,0.0,1263.3000000000036,0.0,1263.3000000000036,0.0,0.0,0.0,0.0,0.3024419439789331,0.0,182.4,0.0,4177.0,1263300000000.0034,0.0,1263300000000.0034,0.0
DBRCKS,2024-06-02,0.0,3201.0000000000073,0.0,3201.0000000000073,0.0,0.0,0.0,0.0,1.07524353375882,0.0,129.0,0.0,2977.0,3201000000000.007,0.0,3201000000000.007,0.0
SNWFLK,2024-06-02,0.0,1966.9499999999996,0.0,1966.9499999999996,0.0,0.0,0.0,0.0,0.9761538461538459,0.0,84.8,0.0,2015.0,1966949999999.9995,0.0,1966949999999.9995,0.0
POSIDN,2024-06-02,35997.10000000004,774.1499999999997,774.1499999999934,774.1499999999997,1214.0,29.651647446458025,59.30329489291605,0.6376853377265185,1.2753706754530474,1.275370675453037,80.7,50.583333333333336,607.0,0.021505899086315255,29.651647446458025,0.021505899086315255,0.6376853377265185
DDSD,2024-06-02,4158.299999999998,0.0,0.0,0.0,195.0,21.324615384615377,21.324615384615377,0.0,0.0,0.0,16.0,8.125,195.0,0.0,21.324615384615377,0.0,0.0
CSTSEG,2024-06-02,24414.450000000015,357.45000000000016,406.3500000000001,357.45000000000016,628.0,38.87651273885353,178.20766423357676,0.6470541401273887,2.6091240875912423,2.9660583941605845,30.8,26.166666666666668,137.0,0.0146409196193238,38.87651273885353,0.0146409196193238,0.6470541401273887
AIRFLW,2024-06-02,15844.699999999997,0.0,0.0,0.0,715.0,22.160419580419575,22.160419580419575,0.0,0.0,0.0,65.2,29.791666666666668,715.0,0.0,22.160419580419575,0.0,0.0
CSSRVS,2024-06-02,9055.300000000001,0.0,187.20000000000002,0.0,95.0,95.31894736842106,0.0,1.970526315789474,0.0,0.0,2.0,3.9583333333333335,0.0,0.0,95.31894736842106,0.0,1.970526315789474
CHURNP,2024-06-02,5739.4500000000035,62.1,124.49999999999997,62.1,114.0,50.34605263157898,302.0763157894739,1.0921052631578945,3.268421052631579,6.552631578947367,5.2,4.75,19.0,0.010819852076418467,50.34605263157898,0.010819852076418467,1.0921052631578945
KAFKA,2024-06-02,21111.049999999977,257.54999999999944,257.54999999999944,257.54999999999944,524.0,40.288263358778586,40.288263358778586,0.4915076335877852,0.4915076335877852,0.4915076335877852,45.6,21.833333333333332,524.0,0.012199772157235179,40.288263358778586,0.012199772157235179,0.4915076335877852
CURRCNV,2024-06-02,2822.0,0.0,25.65,0.0,66.0,42.75757575757576,0.0,0.3886363636363636,0.0,0.0,2.7,2.75,0.0,0.0,42.75757575757576,0.0,0.3886363636363636
REDIS,2024-06-02,18517.299999999992,181.8000000000001,181.8000000000005,181.8000000000001,580.0,31.926379310344814,63.85275862068963,0.3134482758620698,0.6268965517241383,0.6268965517241396,41.1,24.166666666666668,290.0,0.009817846014267748,31.926379310344814,0.009817846014267748,0.3134482758620698
MOBAPP,2024-06-02,29801.149999999998,0.0,596.5499999999997,0.0,216.0,137.96828703703702,0.0,2.7618055555555543,0.0,0.0,10.8,9.0,0.0,0.0,137.96828703703702,0.0,2.7618055555555543
CLVMDL,2024-06-02,39877.35000000003,714.4500000000002,803.85,714.4500000000002,952.0,41.88797268907566,188.99218009478687,0.8443802521008403,3.3860189573459722,3.8097156398104266,52.6,39.666666666666664,211.0,0.017916185503801023,41.88797268907566,0.017916185503801023,0.8443802521008403
MCSCBT,2024-06-02,44446.5,723.5999999999999,930.7500000000006,723.5999999999999,474.0,93.76898734177215,728.6311475409836,1.96360759493671,11.862295081967211,15.258196721311485,24.9,19.75,61.0,0.016280247038574464,93.76898734177215,0.016280247038574464,1.96360759493671
NXPCR,2024-06-02,21575.85000000001,360.75,469.7999999999999,360.75,408.0,52.88198529411767,273.1120253164558,1.1514705882352938,4.5664556962025316,5.9468354430379735,20.9,17.0,79.0,0.016720082870431516,52.88198529411767,0.016720082870431516,1.1514705882352938
JPCHRN,2024-06-02,5548.549999999999,47.85,75.89999999999999,47.85,195.0,28.45410256410256,138.71374999999998,0.3892307692307692,1.19625,1.8974999999999997,10.7,8.125,40.0,0.008623874706004273,28.45410256410256,0.008623874706004273,0.3892307692307692
JAPNDB,2024-06-02,12043.299999999997,333.14999999999986,333.1500000000001,333.14999999999986,544.0,22.138419117647054,44.27683823529411,0.6124080882352942,1.2248161764705878,1.2248161764705885,32.4,22.666666666666668,272.0,0.02766268381589763,22.138419117647054,0.02766268381589763,0.6124080882352942
JPNXPP,2024-06-02,2572.999999999998,49.95,49.95,49.95,80.0,32.16249999999998,64.32499999999996,0.624375,1.24875,1.24875,5.1,3.3333333333333335,40.0,0.019413136416634294,32.16249999999998,0.019413136416634294,0.624375
FINRPT,2024-06-02,7706.549999999999,0.0,176.39999999999995,0.0,81.0,95.14259259259258,0.0,2.177777777777777,0.0,0.0,3.3,3.375,0.0,0.0,95.14259259259258,0.0,2.177777777777777
FINPLAN,2024-06-02,8304.150000000001,88.35000000000001,171.60000000000008,88.35000000000001,159.0,52.22735849056605,307.5611111111112,1.0792452830188684,3.2722222222222226,6.355555555555559,7.4,6.625,27.0,0.010639258683911055,52.22735849056605,0.010639258683911055,1.0792452830188684
YGSCPA,2024-06-02,1058.2500000000002,0.0,8.100000000000001,0.0,56.0,18.897321428571434,0.0,0.14464285714285716,0.0,0.0,1.6,2.3333333333333335,0.0,0.0,18.897321428571434,0.0,0.14464285714285716
YELLOWS,2024-06-02,5531.949999999991,89.25000000000003,89.25000000000003,89.25000000000003,296.0,18.689020270270237,18.689020270270237,0.30152027027027034,0.30152027027027034,0.30152027027027034,27.8,12.333333333333334,296.0,0.016133551460154227,18.689020270270237,0.016133551460154227,0.30152027027027034
YGCHRN,2024-06-02,2344.7499999999995,13.050000000000004,19.199999999999996,13.050000000000004,126.0,18.60912698412698,54.52906976744185,0.15238095238095234,0.3034883720930234,0.4465116279069766,7.6,5.25,43.0,0.0055656253331911746,18.60912698412698,0.0055656253331911746,0.15238095238095234
