app_id,month,cost,value,data_used,data_sent,requests_made,requests_received,cost_per_request_made,cost_per_request_received,data_per_request,data_sent_per_received,data_used_per_received,outage_cost,outage_count,outage_duration,outage_efficiency,outage_frequency,outage_impact,outage_severity,rate_of_return,requests_per_business_hour,requests_per_hour,cost_per_request,value_per_cost,data_per_request
COMPLT,2024-08,46106.49999999982,484.1999999999998,632.8499999999996,484.1999999999998,1516.0,578.0,30.41325857519777,79.7690311418682,0.4174472295514509,0.8377162629757783,1.0948961937716255,0.0,1202.0,283530.0,0.0,4.26241134751773,0.0,235.8818635607321,0.010501773068873189,9.944444444444445,7.018518518518518,30.41325857519777,0.010501773068873189,0.4174472295514509
AIRFLW,2024-08,140655.9499999995,0.0,0.0,0.0,6217.0,6217.0,22.624408878880406,22.624408878880406,0.0,0.0,0.0,0.0,6.0,1460.0,0.0,1.0,0.0,243.33333333333334,0.0,57.93333333333333,28.78240740740741,22.624408878880406,0.0,0.0
TRNPIPE,2024-08,57207.74999999999,415.65000000000026,799.9500000000008,415.65000000000026,1014.0,177.0,56.417899408284015,323.20762711864404,0.7889053254437878,2.348305084745764,4.519491525423733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007265623975772519,5.344444444444444,4.694444444444445,56.417899408284015,0.007265623975772519,0.7889053254437878
SPARK,2024-08,80783.89999999986,1164.9000000000017,1164.8999999999976,1164.9000000000017,1410.0,705.0,57.29354609929068,114.58709219858136,0.8261702127659557,1.6523404255319172,1.6523404255319114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014419952490533431,9.866666666666667,6.527777777777778,57.29354609929068,0.014419952490533431,0.8261702127659557
MLOPS,2024-08,118046.7500000001,0.0,1876.9499999999975,0.0,531.0,0.0,222.31026365348418,0.0,3.53474576271186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.433333333333333,2.4583333333333335,222.31026365348418,0.0,3.53474576271186
FEATSTR,2024-08,109041.2499999999,2058.45,2058.449999999994,2058.45,1716.0,572.0,63.54385198135192,190.63155594405578,1.1995629370629335,3.598688811188811,3.5986888111888007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018877718294682076,10.755555555555556,7.944444444444445,63.54385198135192,0.018877718294682076,1.1995629370629335
REDIS,2024-08,142593.99999999997,1367.9999999999836,1368.0000000000116,1367.9999999999836,4578.0,2289.0,31.14766273481869,62.29532546963738,0.298820445609439,0.5976408912188658,0.597640891218878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00959367154298206,31.6,21.194444444444443,31.14766273481869,0.00959367154298206,0.298820445609439
ATLAS,2024-08,33216.6,501.6000000000001,501.6000000000001,501.6000000000001,354.0,177.0,93.83220338983051,187.66440677966102,1.4169491525423732,2.8338983050847464,2.8338983050847464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015100883293293116,2.433333333333333,1.6388888888888888,93.83220338983051,0.015100883293293116,1.4169491525423732
MDLREG,2024-08,53958.30000000002,828.0000000000002,827.9999999999992,828.0000000000002,354.0,177.0,152.42457627118648,304.84915254237296,2.3389830508474554,4.677966101694916,4.677966101694911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015345183224823613,2.433333333333333,1.6388888888888888,152.42457627118648,0.015345183224823613,2.3389830508474554
DATAHUB,2024-08,20741.7,326.4,326.40000000000003,326.4,354.0,177.0,58.592372881355935,117.18474576271187,0.9220338983050849,1.8440677966101693,1.8440677966101697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01573641504794689,2.433333333333333,1.6388888888888888,58.592372881355935,0.01573641504794689,0.9220338983050849
ELASTIC,2024-08,63930.7500000001,852.3000000000006,852.3000000000006,852.3000000000006,1328.0,1328.0,48.14062500000008,48.14062500000008,0.6417921686746992,0.6417921686746992,0.6417921686746992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013331612721577634,12.577777777777778,6.148148148148148,48.14062500000008,0.013331612721577634,0.6417921686746992
CLVMDL,2024-08,343777.70000000356,6196.499999999995,6850.350000000001,6196.499999999995,8132.0,1838.0,42.27468027545543,187.03900979325547,0.84239424495819,3.371327529923828,3.727067464635474,0.0,287.0,85770.0,0.0,1.4207920792079207,0.0,298.8501742160279,0.018024729352718143,46.833333333333336,37.648148148148145,42.27468027545543,0.018024729352718143,0.84239424495819
PROJMG,2024-08,24841.900000000038,0.0,490.35,0.0,573.0,0.0,43.354101221640555,0.0,0.855759162303665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.6527777777777777,43.354101221640555,0.0,0.855759162303665
DDSD,2024-08,42139.099999999984,0.0,0.0,0.0,1840.0,1840.0,22.901684782608687,22.901684782608687,0.0,0.0,0.0,0.0,944.0,244765.0,0.0,3.3594306049822062,0.0,259.2849576271187,0.0,17.08888888888889,8.518518518518519,22.901684782608687,0.0,0.0
CHURNP,2024-08,55983.500000000044,623.0999999999999,1261.0499999999993,623.0999999999999,1101.0,182.0,50.84786557674845,307.6016483516486,1.1453678474114435,3.423626373626373,6.92884615384615,0.0,360.0,52345.0,0.0,1.6216216216216217,0.0,145.40277777777777,0.01113006510846945,5.911111111111111,5.097222222222222,50.84786557674845,0.01113006510846945,1.1453678474114435
GEOANL,2024-08,57610.30000000008,906.1499999999996,1773.4500000000023,906.1499999999996,996.0,169.0,57.84166666666675,340.88934911242654,1.780572289156629,5.361834319526625,10.493786982248535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01572895818976812,5.966666666666667,4.611111111111111,57.84166666666675,0.01572895818976812,1.780572289156629
JAPNDB,2024-08,114710.14999999899,3043.799999999998,3043.800000000052,3043.799999999998,5068.0,2534.0,22.634204814522295,45.26840962904459,0.6005919494869874,1.2011838989739534,1.2011838989739747,0.0,1.0,400.0,0.0,1.0,0.0,400.0,0.026534705080588115,36.233333333333334,23.462962962962962,22.634204814522295,0.026534705080588115,0.6005919494869874
PANDRA,2024-08,52165.49999999964,2058.2999999999993,2058.2999999999897,2058.2999999999993,2516.0,1258.0,20.733505564387777,41.46701112877555,0.8180842607313155,1.6361685214626385,1.636168521462631,0.0,44.0,5830.0,0.0,1.0232558139534884,0.0,132.5,0.03945711245938433,18.7,11.648148148148149,20.733505564387777,0.03945711245938433,0.8180842607313155
HRANAL,2024-08,27572.59999999999,0.0,612.9,0.0,546.0,0.0,50.49926739926738,0.0,1.1225274725274725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2666666666666666,2.5277777777777777,50.49926739926738,0.0,1.1225274725274725
QUALITY,2024-08,22563.549999999996,0.0,375.1499999999998,0.0,540.0,0.0,41.784351851851845,0.0,0.6947222222222219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2333333333333334,2.5,41.784351851851845,0.0,0.6947222222222219
RTDASH,2024-08,60888.79999999996,341.85000000000025,680.1000000000001,341.85000000000025,1227.0,205.0,49.62412387938057,297.01853658536567,0.5542787286063571,1.6675609756097574,3.317560975609757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005614333013624845,6.677777777777778,5.680555555555555,49.62412387938057,0.005614333013624845,0.5542787286063571
XCHATTR,2024-08,35636.049999999996,0.0,680.1,0.0,564.0,0.0,63.18448581560283,0.0,1.2058510638297872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2333333333333334,2.611111111111111,63.18448581560283,0.0,1.2058510638297872
CURRCNV,2024-08,22555.250000000007,0.0,192.90000000000012,0.0,564.0,0.0,39.99157801418441,0.0,0.3420212765957449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6333333333333333,2.611111111111111,39.99157801418441,0.0,0.3420212765957449
MDLMON,2024-08,26800.699999999983,0.0,294.60000000000025,0.0,549.0,0.0,48.817304189435305,0.0,0.536612021857924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,2.5416666666666665,48.817304189435305,0.0,0.536612021857924
APIGWY,2024-08,63856.0499999999,0.0,1294.0499999999995,0.0,800.0,0.0,79.82006249999988,0.0,1.6175624999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7333333333333334,3.7037037037037037,79.82006249999988,0.0,1.6175624999999993
CSTSEG,2024-08,230038.65000000095,3316.0500000000065,3786.7500000000073,3316.0500000000065,5892.0,1287.0,39.04254073319772,178.74020979021054,0.6426934826883923,2.5765734265734315,2.942307692307698,0.0,1571.0,239785.0,0.0,5.570921985815603,0.0,152.6320814767664,0.014415186317603555,33.43333333333333,27.27777777777778,39.04254073319772,0.014415186317603555,0.6426934826883923
YGCHRN,2024-08,22273.050000000123,118.35000000000022,179.4000000000005,118.35000000000022,1192.0,388.0,18.685444630872585,57.40476804123743,0.1505033557046984,0.30502577319587687,0.4623711340206198,0.0,401.0,70140.0,0.0,1.7901785714285714,0.0,174.91271820448878,0.0053135964764592,6.7555555555555555,5.518518518518518,18.685444630872585,0.0053135964764592,0.1505033557046984
YELLOWS,2024-08,44749.44999999978,732.7499999999907,732.7499999999907,732.7499999999907,2418.0,2418.0,18.506803143093375,18.506803143093375,0.3030397022332468,0.3030397022332468,0.3030397022332468,0.0,45.0,6575.0,0.0,1.0714285714285714,0.0,146.11111111111111,0.016374502926851487,21.933333333333334,11.194444444444445,18.506803143093375,0.016374502926851487,0.3030397022332468
COHORT,2024-08,27908.75,0.0,614.0999999999996,0.0,555.0,0.0,50.28603603603604,0.0,1.1064864864864856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8333333333333335,2.5694444444444446,50.28603603603604,0.0,1.1064864864864856
YGSCPA,2024-08,5133.549999999994,0.0,42.14999999999998,0.0,274.0,0.0,18.735583941605817,0.0,0.1538321167883211,0.0,0.0,0.0,74.0,13075.0,0.0,1.121212121212121,0.0,176.6891891891892,0.0,1.3111111111111111,1.2685185185185186,18.735583941605817,0.0,0.1538321167883211
YGCLEB,2024-08,7067.449999999981,0.0,58.949999999999974,0.0,378.0,0.0,18.69695767195762,0.0,0.1559523809523809,0.0,0.0,0.0,1407.0,337130.0,0.0,4.98936170212766,0.0,239.6090973702914,0.0,1.9333333333333333,1.75,18.69695767195762,0.0,0.1559523809523809
SEARCH,2024-08,36943.3,0.0,833.2500000000006,0.0,564.0,0.0,65.50230496453901,0.0,1.4773936170212776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8333333333333335,2.611111111111111,65.50230496453901,0.0,1.4773936170212776
SENTANL,2024-08,13782.150000000018,0.0,134.1000000000002,0.0,546.0,0.0,25.242032967033,0.0,0.24560439560439595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,2.5277777777777777,25.242032967033,0.0,0.24560439560439595
DATARES,2024-08,31867.84999999999,0.0,997.800000000001,0.0,549.0,0.0,58.04708561020035,0.0,1.817486338797816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1333333333333333,2.5416666666666665,58.04708561020035,0.0,1.817486338797816
ABTEST,2024-08,36557.35000000001,0.0,692.25,0.0,585.0,0.0,62.491196581196604,0.0,1.1833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6666666666666665,2.7083333333333335,62.491196581196604,0.0,1.1833333333333333
YGAMRKT,2024-08,6469.849999999988,0.0,52.34999999999996,0.0,346.0,0.0,18.698988439306323,0.0,0.15130057803468197,0.0,0.0,0.0,1714.0,233800.0,0.0,6.078014184397163,0.0,136.4060676779463,0.0,1.7555555555555555,1.6018518518518519,18.698988439306323,0.0,0.15130057803468197
DEMAND,2024-08,29518.949999999975,0.0,663.3000000000005,0.0,516.0,0.0,57.20726744186042,0.0,1.2854651162790707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,2.388888888888889,57.20726744186042,0.0,1.2854651162790707
VIBEFLX,2024-08,28560.300000000054,0.0,180.45000000000041,0.0,965.0,0.0,29.596165803108864,0.0,0.18699481865285017,0.0,0.0,0.0,7.0,640.0,0.0,1.1666666666666667,0.0,91.42857142857143,0.0,3.7777777777777777,4.467592592592593,29.596165803108864,0.0,0.18699481865285017
YGSCST,2024-08,20849.600000000137,120.0000000000003,171.00000000000065,120.0000000000003,1126.0,388.0,18.51651865008893,53.73608247422715,0.15186500888099524,0.3092783505154647,0.4407216494845378,0.0,1684.0,236510.0,0.0,5.971631205673759,0.0,140.44536817102139,0.005755506100836444,6.644444444444445,5.212962962962963,18.51651865008893,0.005755506100836444,0.15186500888099524
YGCLV,2024-08,21405.700000000106,116.55000000000022,173.70000000000047,116.55000000000022,1156.0,388.0,18.517041522491443,55.16932989690749,0.15025951557093467,0.30038659793814493,0.44768041237113526,0.0,46.0,11900.0,0.0,1.0222222222222221,0.0,258.69565217391306,0.005444811428731583,6.8,5.351851851851852,18.517041522491443,0.005444811428731583,0.15025951557093467
YGASTORE,2024-08,7254.199999999986,0.0,0.0,0.0,388.0,388.0,18.696391752577284,18.696391752577284,0.0,0.0,0.0,0.0,397.0,38045.0,0.0,1.7412280701754386,0.0,95.83123425692695,0.0,3.2444444444444445,1.7962962962962963,18.696391752577284,0.0,0.0
SUPTKT,2024-08,29593.64999999999,0.0,617.7000000000008,0.0,510.0,0.0,58.026764705882336,0.0,1.2111764705882369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3666666666666667,2.361111111111111,58.026764705882336,0.0,1.2111764705882369
NOTIFY,2024-08,36640.35000000004,0.0,722.25,0.0,591.0,0.0,61.997208121827484,0.0,1.2220812182741116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.966666666666667,2.736111111111111,61.997208121827484,0.0,1.2220812182741116
CUSTPRT,2024-08,184060.8000000001,0.0,3705.5999999999995,0.0,1044.0,0.0,176.30344827586217,0.0,3.5494252873563212,0.0,0.0,0.0,16.0,1505.0,0.0,1.0,0.0,94.0625,0.0,4.6,4.833333333333333,176.30344827586217,0.0,3.5494252873563212
MCSCBT,2024-08,413825.55000000255,6310.79999999999,8696.999999999987,6310.79999999999,4416.0,534.0,93.71049592391363,774.9542134831509,1.969429347826084,11.81797752808987,16.28651685393256,0.0,83.0,13955.0,0.0,1.1216216216216217,0.0,168.13253012048193,0.015249904216885476,23.166666666666668,20.444444444444443,93.71049592391363,0.015249904216885476,1.969429347826084
NXPCR,2024-08,189260.75000000032,3420.7499999999995,4285.350000000002,3420.7499999999995,3684.0,736.0,51.373710640608124,257.14775815217433,1.1632328990228018,4.647758152173912,5.822486413043481,0.0,68.0,9765.0,0.0,1.0625,0.0,143.60294117647058,0.018074270550021563,20.966666666666665,17.055555555555557,51.373710640608124,0.018074270550021563,1.1632328990228018
AUTOML,2024-08,65022.199999999975,0.0,1113.7500000000002,0.0,570.0,0.0,114.07403508771925,0.0,1.953947368421053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,2.638888888888889,114.07403508771925,0.0,1.953947368421053
JPCHRN,2024-08,51385.30000000003,435.15000000000003,671.7000000000006,435.15000000000003,1668.0,360.0,30.806534772182275,142.73694444444453,0.4026978417266191,1.20875,1.865833333333335,0.0,39.0,10775.0,0.0,1.0833333333333333,0.0,276.28205128205127,0.008468375196797523,9.2,7.722222222222222,30.806534772182275,0.008468375196797523,0.4026978417266191
FINRPT,2024-08,51173.649999999965,0.0,1219.2000000000007,0.0,543.0,0.0,94.24244935543271,0.0,2.245303867403316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7666666666666666,2.513888888888889,94.24244935543271,0.0,2.245303867403316
FINPLAN,2024-08,54721.9,610.3499999999998,1207.6500000000008,610.3499999999998,1071.0,181.0,51.09421101774043,302.3309392265193,1.1275910364145665,3.372099447513811,6.6720994475138165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011153669737344642,5.688888888888889,4.958333333333333,51.09421101774043,0.011153669737344642,1.1275910364145665
ANALAPI,2024-08,86830.45000000006,0.0,1604.8499999999997,0.0,615.0,0.0,141.18772357723586,0.0,2.6095121951219507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7333333333333334,2.8472222222222223,141.18772357723586,0.0,2.6095121951219507
ECOMLP,2024-08,190119.79999999984,0.0,3787.3500000000004,0.0,1392.0,0.0,136.5803160919539,0.0,2.720797413793104,0.0,0.0,0.0,3.0,395.0,0.0,1.0,0.0,131.66666666666666,0.0,7.111111111111111,6.444444444444445,136.5803160919539,0.0,2.720797413793104
JPNXPP,2024-08,24995.450000000008,424.5000000000002,424.5000000000002,424.5000000000002,720.0,360.0,34.71590277777779,69.43180555555558,0.5895833333333337,1.1791666666666674,1.1791666666666674,0.0,5.0,575.0,0.0,1.0,0.0,115.0,0.01698309092254791,5.0,3.3333333333333335,34.71590277777779,0.01698309092254791,0.5895833333333337
DYNPRC,2024-08,32884.600000000006,0.0,631.5000000000002,0.0,531.0,0.0,61.9295668549906,0.0,1.1892655367231644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.533333333333333,2.4583333333333335,61.9295668549906,0.0,1.1892655367231644
INVOPT,2024-08,62378.65000000004,733.6500000000003,1410.75,733.6500000000003,1098.0,193.0,56.811156648451764,323.20544041450796,1.2848360655737705,3.8012953367875664,7.3095854922279795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011761235615070219,6.866666666666666,5.083333333333333,56.811156648451764,0.011761235615070219,1.2848360655737705
SUPCHN,2024-08,61424.15,0.0,1472.6999999999996,0.0,579.0,0.0,106.08661485319517,0.0,2.5435233160621755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,2.6805555555555554,106.08661485319517,0.0,2.5435233160621755
JRNYANL,2024-08,34714.74999999999,0.0,726.3000000000006,0.0,603.0,0.0,57.570066334991694,0.0,1.2044776119402996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1666666666666665,2.7916666666666665,57.570066334991694,0.0,1.2044776119402996
SNAPINT,2024-08,59004.699999999975,0.0,1172.6999999999991,0.0,736.0,0.0,80.16942934782605,0.0,1.5933423913043467,0.0,0.0,0.0,2038.0,198810.0,0.0,7.226950354609929,0.0,97.55152109911678,0.0,3.2,3.4074074074074074,80.16942934782605,0.0,1.5933423913043467
WHLSLP,2024-08,91026.09999999995,0.0,1861.2000000000007,0.0,935.0,0.0,97.35411764705877,0.0,1.9905882352941184,0.0,0.0,0.0,1.0,105.0,0.0,1.0,0.0,105.0,0.0,4.611111111111111,4.328703703703703,97.35411764705877,0.0,1.9905882352941184
PAYPROC,2024-08,53833.79999999997,0.0,1266.0000000000005,0.0,549.0,0.0,98.0579234972677,0.0,2.3060109289617494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,2.5416666666666665,98.0579234972677,0.0,2.3060109289617494
MOBAPP,2024-08,234014.35000000027,0.0,4722.299999999991,0.0,1674.0,0.0,139.79351851851868,0.0,2.8209677419354784,0.0,0.0,0.0,94.0,7320.0,0.0,1.1898734177215189,0.0,77.87234042553192,0.0,7.0,7.75,139.79351851851868,0.0,2.8209677419354784
WEBHOOK,2024-08,8565.599999999995,0.0,66.9,0.0,288.0,0.0,29.74166666666665,0.0,0.23229166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.3333333333333333,29.74166666666665,0.0,0.23229166666666667
GLOBAGG,2024-08,59664.549999999974,0.0,1822.6499999999999,0.0,676.0,0.0,88.26116863905321,0.0,2.6962278106508872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.466666666666667,3.1296296296296298,88.26116863905321,0.0,2.6962278106508872
EXCS,2024-08,68831.89999999989,811.6499999999996,1806.7500000000048,811.6499999999996,2015.0,180.0,34.15975186104213,382.3994444444439,0.8966501240694813,4.5091666666666645,10.037500000000026,0.0,142.0,20185.0,0.0,1.2033898305084745,0.0,142.14788732394365,0.011791770966659367,10.322222222222223,9.328703703703704,34.15975186104213,0.011791770966659367,0.8966501240694813
JIJOFS,2024-08,9420.500000000007,332.3999999999996,332.3999999999996,332.3999999999996,403.0,403.0,23.375930521091828,23.375930521091828,0.8248138957816367,0.8248138957816367,0.8248138957816367,0.0,3.0,1095.0,0.0,1.0,0.0,365.0,0.03528475134016234,3.7777777777777777,1.8657407407407407,23.375930521091828,0.03528475134016234,0.8248138957816367
BILLING,2024-08,61519.6,0.0,1388.2500000000002,0.0,579.0,0.0,106.25146804835924,0.0,2.397668393782384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,2.6805555555555554,106.25146804835924,0.0,2.397668393782384
CSSRVS,2024-08,85988.00000000003,0.0,1798.7999999999977,0.0,910.0,0.0,94.49230769230772,0.0,1.9767032967032943,0.0,0.0,0.0,5.0,745.0,0.0,1.0,0.0,149.0,0.0,4.388888888888889,4.212962962962963,94.49230769230772,0.0,1.9767032967032943
RECV2,2024-08,44525.35000000004,0.0,871.4999999999986,0.0,720.0,0.0,61.84076388888895,0.0,1.2104166666666647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2444444444444445,3.3333333333333335,61.84076388888895,0.0,1.2104166666666647
TAXCALC,2024-08,37640.50000000002,0.0,816.899999999999,0.0,588.0,0.0,64.01445578231296,0.0,1.3892857142857125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8333333333333335,2.7222222222222223,64.01445578231296,0.0,1.3892857142857125
TEMPANL,2024-08,28232.449999999986,0.0,601.5000000000001,0.0,492.0,0.0,57.383028455284524,0.0,1.2225609756097564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9666666666666666,2.2777777777777777,57.383028455284524,0.0,1.2225609756097564
DRUID,2024-08,7640.150000000003,109.50000000000003,109.50000000000003,109.50000000000003,164.0,164.0,46.5862804878049,46.5862804878049,0.6676829268292684,0.6676829268292684,0.6676829268292684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014332179342028623,1.3111111111111111,0.7592592592592593,46.5862804878049,0.014332179342028623,0.6676829268292684
EXPENSE,2024-08,27477.150000000005,0.0,615.7499999999997,0.0,552.0,0.0,49.777445652173924,0.0,1.115489130434782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8666666666666667,2.5555555555555554,49.777445652173924,0.0,1.115489130434782
MULTILNG,2024-08,29593.650000000012,0.0,913.3499999999999,0.0,513.0,0.0,57.68742690058482,0.0,1.780409356725146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,2.375,57.68742690058482,0.0,1.780409356725146
GLOBCMP,2024-08,56863.29999999994,0.0,1414.35,0.0,540.0,0.0,105.30240740740729,0.0,2.6191666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6333333333333333,2.5,105.30240740740729,0.0,2.6191666666666666
MKTDB,2024-08,61747.850000000006,0.0,1321.2000000000003,0.0,732.0,0.0,84.35498633879783,0.0,1.8049180327868857,0.0,0.0,0.0,86.0,16200.0,0.0,1.1168831168831168,0.0,188.37209302325581,0.0,3.8222222222222224,3.388888888888889,84.35498633879783,0.0,1.8049180327868857
HEALTH,2024-08,29157.90000000004,0.0,174.4500000000007,0.0,975.0,0.0,29.905538461538505,0.0,0.17892307692307763,0.0,0.0,0.0,80.0,11260.0,0.0,1.1111111111111112,0.0,140.75,0.0,4.333333333333333,4.513888888888889,29.905538461538505,0.0,0.17892307692307763
SLSDB,2024-08,58975.65,0.0,1273.049999999999,0.0,716.0,0.0,82.36822625698325,0.0,1.778002793296088,0.0,0.0,0.0,320.0,65155.0,0.0,1.5311004784688995,0.0,203.609375,0.0,3.6444444444444444,3.314814814814815,82.36822625698325,0.0,1.778002793296088
KAFKA,2024-09,589602.9499999979,6923.550000000034,6923.550000000034,6923.550000000034,14419.0,14419.0,40.890696303488305,40.890696303488305,0.4801685276371478,0.4801685276371478,0.4801685276371478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011742732969704543,39.98,20.02638888888889,40.890696303488305,0.011742732969704543,0.4801685276371478
